,Dominant_Topic,Topic_Keywords,Num_Sentences,Perc_Sentences
1219.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1220.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1221.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1222.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1223.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1224.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1225.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1226.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1227.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1228.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1229.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1230.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1231.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1232.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1233.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1234.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1235.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1236.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1237.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1238.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1239.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1240.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1241.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1242.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1243.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1244.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1245.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1246.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1247.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1248.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1249.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1250.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1251.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1252.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1253.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1254.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1255.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1256.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1257.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1258.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1259.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1260.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1261.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1262.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1263.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1264.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1265.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1266.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1267.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1268.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1269.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1270.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1271.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1272.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1273.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1274.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1275.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1276.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1277.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1278.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1279.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1280.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1281.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1282.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1283.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1284.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1285.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1286.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1287.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1288.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1289.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1290.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1291.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1292.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1293.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1294.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1295.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1296.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1297.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1298.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1299.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1300.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1301.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1302.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1303.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1304.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1305.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1306.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1307.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1308.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1309.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1310.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1311.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1312.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1313.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1314.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1315.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1316.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1317.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1318.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1319.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1320.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1321.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1322.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1323.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1324.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1325.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1326.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1327.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1328.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1329.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1330.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1331.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1332.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
